timestamp,pv_gen_wh,user_load_wh,price_eur_kwh,price_eur_kwh_t+1,price_eur_kwh_t+2,price_eur_kwh_t+3,price_eur_kwh_t+4,price_eur_kwh_t+5,price_eur_kwh_t+6,price_eur_kwh_t+7,price_eur_kwh_t+8,price_eur_kwh_t+9,price_eur_kwh_t+10,price_eur_kwh_t+11,price_eur_kwh_t+12,price_eur_kwh_t+13,price_eur_kwh_t+14,price_eur_kwh_t+15,price_eur_kwh_t+16,price_eur_kwh_t+17,price_eur_kwh_t+18,price_eur_kwh_t+19,price_eur_kwh_t+20,price_eur_kwh_t+21,price_eur_kwh_t+22,price_eur_kwh_t+23,price_eur_kwh_t+24,temperature_2m,cloud_cover,shortwave_radiation,relative_humidity_2m,wind_speed_10m,shortwave_radiation_t+1,shortwave_radiation_t+2,shortwave_radiation_t+3,shortwave_radiation_t+4,shortwave_radiation_t+5,shortwave_radiation_t+6,hour_of_day,day_of_week,day_of_year,day_of_month,lat,lon,country,state,baseline_reward
2026-04-15 02:00:00,0.0,0.0,0.1101,0.11468,0.13786,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,5.4,97.0,0.0,94.0,4.4,0.0,0.0,0.0,0.0,11.0,91.0,2,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-15 03:00:00,0.0,0.0,0.11468,0.13786,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,4.9,93.0,0.0,94.0,4.5,0.0,0.0,0.0,11.0,91.0,235.0,3,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-15 04:00:00,0.0,0.0,0.13786,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,4.1,91.0,0.0,94.0,5.2,0.0,0.0,11.0,91.0,235.0,332.0,4,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-15 05:00:00,0.0,0.0,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,4.1,90.0,0.0,96.0,5.8,0.0,11.0,91.0,235.0,332.0,486.0,5,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-15 06:00:00,0.0,0.0,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,3.6,89.0,0.0,97.0,7.0,11.0,91.0,235.0,332.0,486.0,519.0,6,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-15 07:00:00,0.0,0.0,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,3.4,91.0,11.0,97.0,6.6,91.0,235.0,332.0,486.0,519.0,507.0,7,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-15 08:00:00,0.0,0.0,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,4.9,85.0,91.0,95.0,6.8,235.0,332.0,486.0,519.0,507.0,473.0,8,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-15 09:00:00,0.0,0.0,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,6.6,87.0,235.0,90.0,9.2,332.0,486.0,519.0,507.0,473.0,466.0,9,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-15 10:00:00,0.0,0.0,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,8.2,77.0,332.0,80.0,9.1,486.0,519.0,507.0,473.0,466.0,373.0,10,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-15 11:00:00,300.00000000000006,0.0,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,9.9,51.0,486.0,69.0,9.4,519.0,507.0,473.0,466.0,373.0,277.0,11,2,105,15,50.5,12.13333,Germany,Bayern,0.015015
2026-04-15 12:00:00,400.0,0.0,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,11.1,82.0,519.0,67.0,7.2,507.0,473.0,466.0,373.0,277.0,171.0,12,2,105,15,50.5,12.13333,Germany,Bayern,0.019596000000000002
2026-04-15 13:00:00,100.0,0.0,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,12.3,58.0,507.0,62.0,6.3,473.0,466.0,373.0,277.0,171.0,91.0,13,2,105,15,50.5,12.13333,Germany,Bayern,0.006553000000000001
2026-04-15 14:00:00,100.0,0.0,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,13.2,86.0,473.0,60.0,5.4,466.0,373.0,277.0,171.0,91.0,25.0,14,2,105,15,50.5,12.13333,Germany,Bayern,0.008477
2026-04-15 15:00:00,200.0,0.0,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,13.7,99.0,466.0,59.0,4.5,373.0,277.0,171.0,91.0,25.0,0.0,15,2,105,15,50.5,12.13333,Germany,Bayern,0.021882
2026-04-15 16:00:00,100.0,0.0,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,14.1,100.0,373.0,59.0,4.1,277.0,171.0,91.0,25.0,0.0,0.0,16,2,105,15,50.5,12.13333,Germany,Bayern,0.012712000000000001
2026-04-15 17:00:00,0.0,0.0,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,14.2,100.0,277.0,60.0,4.8,171.0,91.0,25.0,0.0,0.0,0.0,17,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-15 18:00:00,0.0,100.0,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,0.19359,14.0,100.0,171.0,62.0,5.8,91.0,25.0,0.0,0.0,0.0,0.0,18,2,105,15,50.5,12.13333,Germany,Bayern,-0.020451
2026-04-15 19:00:00,0.0,100.0,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,0.19359,0.17482,13.4,100.0,91.0,67.0,4.8,25.0,0.0,0.0,0.0,0.0,0.0,19,2,105,15,50.5,12.13333,Germany,Bayern,-0.01701
2026-04-15 20:00:00,0.0,100.0,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,0.19359,0.17482,0.15144,11.8,99.0,25.0,77.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2,105,15,50.5,12.13333,Germany,Bayern,-0.014294000000000001
2026-04-15 21:00:00,0.0,0.0,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,0.19359,0.17482,0.15144,0.135,10.6,100.0,0.0,83.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,21,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-15 22:00:00,0.0,100.0,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,0.19359,0.17482,0.15144,0.135,0.12848,8.8,99.0,0.0,86.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,105,15,50.5,12.13333,Germany,Bayern,-0.011251
2026-04-15 23:00:00,0.0,0.0,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,0.19359,0.17482,0.15144,0.135,0.12848,0.118,9.2,98.0,0.0,88.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,23,2,105,15,50.5,12.13333,Germany,Bayern,0.0
2026-04-16 00:00:00,0.0,0.0,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,0.19359,0.17482,0.15144,0.135,0.12848,0.118,0.11304,8.6,100.0,0.0,89.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0,3,106,16,50.5,12.13333,Germany,Bayern,0.0
2026-04-16 01:00:00,0.0,100.0,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,0.19359,0.17482,0.15144,0.135,0.12848,0.118,0.11304,0.10922,7.8,84.0,0.0,90.0,6.4,0.0,0.0,0.0,0.0,0.0,11.0,1,3,106,16,50.5,12.13333,Germany,Bayern,-0.009678
2026-04-16 02:00:00,0.0,50.0,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,0.19359,0.17482,0.15144,0.135,0.12848,0.118,0.11304,0.10922,0.11041,8.4,87.0,0.0,91.0,7.1,0.0,0.0,0.0,0.0,11.0,85.0,2,3,106,16,50.5,12.13333,Germany,Bayern,-0.004836
2026-04-16 03:00:00,0.0,100.0,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,0.19359,0.17482,0.15144,0.135,0.12848,0.118,0.11304,0.10922,0.11041,0.10853,8.8,94.0,0.0,89.0,7.3,0.0,0.0,0.0,11.0,85.0,239.0,3,3,106,16,50.5,12.13333,Germany,Bayern,-0.009981
