,price_de_eur,battery_charge_wh,battery_discharge_wh,grid_buy_wh,grid_sell_wh,pv_gen_wh,grid_port_charge_wh,grid_port_output_wh,user_load_wh,strategy_mode,price_de_eur_t+1,price_de_eur_t+2,price_de_eur_t+3,price_de_eur_t+4,price_de_eur_t+5,price_de_eur_t+6,price_de_eur_t+7,price_de_eur_t+8,price_de_eur_t+9,price_de_eur_t+10,price_de_eur_t+11,price_de_eur_t+12,price_de_eur_t+13,price_de_eur_t+14,price_de_eur_t+15,price_de_eur_t+16,price_de_eur_t+17,price_de_eur_t+18,price_de_eur_t+19,price_de_eur_t+20,price_de_eur_t+21,price_de_eur_t+22,price_de_eur_t+23,hour_of_day,day_of_week,day_of_year,month,day_of_month
2026-01-01 10:00:00,0.0,0.0,0.0,0.09000000000003183,0.0,0.0,0.0,0.0,310.0,2.0,-1e-05,-1e-05,-1e-05,0.0001,0.00451,0.02008,0.02776,0.02896,0.01253,0.01001,0.01528,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,10,3,1,1,1
2026-01-01 11:00:00,-1e-05,0.0,0.0,0.15999999999996817,0.0,0.0,0.0,0.0,229.99999999999997,2.0,-1e-05,-1e-05,0.0001,0.00451,0.02008,0.02776,0.02896,0.01253,0.01001,0.01528,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,11,3,1,1,1
2026-01-01 12:00:00,-1e-05,0.0,0.0,-420.27,-0.23,0.0,0.0,0.0,430.00000000000006,1.0,-1e-05,0.0001,0.00451,0.02008,0.02776,0.02896,0.01253,0.01001,0.01528,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,12,3,1,1,1
2026-01-01 13:00:00,-1e-05,0.0,0.0,420.48,0.23,0.0,0.0,0.0,350.0,1.0,0.0001,0.00451,0.02008,0.02776,0.02896,0.01253,0.01001,0.01528,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,13,3,1,1,1
2026-01-01 14:00:00,0.0001,0.0,0.0,0.8999999999999773,0.0,0.0,0.09999999999999964,0.0,280.0,1.0,0.00451,0.02008,0.02776,0.02896,0.01253,0.01001,0.01528,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,14,3,1,1,1
2026-01-01 15:00:00,0.00451,0.0,0.0,0.9399999999999977,0.0,0.0,0.0,0.0,360.0,1.0,0.02008,0.02776,0.02896,0.01253,0.01001,0.01528,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,15,3,1,1,1
2026-01-01 16:00:00,0.02008,-3.799999999999997,-5.199999999999989,-26.52000000000004,-0.03,-6.199999999999989,-0.3000000000000007,-6.899999999999977,600.0,1.0,0.02776,0.02896,0.01253,0.01001,0.01528,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,16,3,1,1,1
2026-01-01 17:00:00,0.02776,0.0,0.0,0.10000000000002274,0.0,0.0,0.0,0.0,720.0,0.0,0.02896,0.01253,0.01001,0.01528,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,17,3,1,1,1
2026-01-01 18:00:00,0.02896,0.0,0.0,0.13999999999998636,0.0,0.0,0.0,0.0,580.0000000000001,0.0,0.01253,0.01001,0.01528,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,18,3,1,1,1
2026-01-01 19:00:00,0.01253,0.0,0.0,0.17000000000001592,0.0,0.0,0.0,0.0,2020.0,0.0,0.01001,0.01528,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,19,3,1,1,1
2026-01-01 20:00:00,0.01001,0.0,0.0,0.10000000000002274,0.0,0.0,0.0,0.0,600.0000000000001,0.0,0.01528,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,20,3,1,1,1
2026-01-01 21:00:00,0.01528,0.0,0.0,0.0999999999999659,0.0,0.0,0.10000000000000142,0.0,290.00000000000006,1.0,0.00114,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,21,3,1,1,1
2026-01-01 22:00:00,0.00114,0.0,0.0,0.13999999999998636,0.0,0.0,0.0,0.0,90.0,0.0,0.01375,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,22,3,1,1,1
2026-01-01 23:00:00,0.01375,0.0,0.0,0.20000000000004547,0.0,0.0,0.0,0.0,100.0,1.0,0.00664,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,23,3,1,1,1
2026-01-02 00:00:00,0.00664,0.0,0.0,0.47999999999996135,0.0,0.0,0.0,0.0,90.00000000000001,1.0,0.00451,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0,4,2,1,2
2026-01-02 01:00:00,0.00451,0.0,0.0,0.37000000000000455,0.0,0.0,0.0,0.0,180.0,1.0,0.00083,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,1,4,2,1,2
2026-01-02 02:00:00,0.00083,0.0,0.0,0.03000000000002956,0.0,0.19999999999998863,0.0,0.09999999999999432,250.0,1.0,0.0001,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,2,4,2,1,2
2026-01-02 03:00:00,0.0001,0.29999999999999716,0.0,0.0,0.0,0.4000000000000057,0.0,0.09999999999999432,240.0,1.0,0.00499,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,3,4,2,1,2
2026-01-02 04:00:00,0.00499,0.4000000000000057,0.0,0.0,0.009999999999999981,0.5999999999999943,0.0,0.09999999999999432,169.99999999999997,1.0,0.00554,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,4,4,2,1,2
2026-01-02 05:00:00,0.00554,0.5,0.0,0.01999999999998181,0.0,0.6000000000000227,0.0,0.09999999999999432,90.0,1.0,0.03293,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,5,4,2,1,2
2026-01-02 06:00:00,0.03293,0.29999999999999716,0.0,0.0,0.0,0.5,0.0,0.20000000000001705,150.0,1.0,0.06633,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,6,4,2,1,2
2026-01-02 07:00:00,0.06633,0.29999999999999716,0.0,0.0,0.0,0.39999999999997726,0.0,0.09999999999999432,120.0,0.0,0.07051,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,7,4,2,1,2
2026-01-02 08:00:00,0.07051,0.0,0.5999999999999943,0.8500000000000227,0.0,0.20000000000001705,0.0,0.6999999999999886,290.00000000000006,0.0,0.06259,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,8,4,2,1,2
2026-01-02 09:00:00,0.06259,0.0,0.9000000000000057,2.6499999999999773,0.0,0.0,0.0,0.8000000000000114,330.0,0.0,0.05387,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,9,4,2,1,2
2026-01-02 10:00:00,0.05387,0.0,0.799999999999983,1.1000000000000227,0.010000000000000009,0.0,0.0,0.8000000000000114,280.0,1.0,0.05482,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,10,4,2,1,2
2026-01-02 11:00:00,0.05482,0.0,0.0,1.759999999999991,0.0,0.0,0.0,0.0,350.00000000000006,1.0,0.0686,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,11,4,2,1,2
2026-01-02 12:00:00,0.0686,0.0,0.0,1.419999999999959,0.0,0.0,0.0,0.0,340.0,1.0,0.06551,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,12,4,2,1,2
2026-01-02 13:00:00,0.06551,0.0,0.0,0.17000000000001592,0.0,0.0,0.0,0.0,909.9999999999999,3.0,0.06963,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,13,4,2,1,2
2026-01-02 14:00:00,0.06963,0.0,0.0,0.12000000000000455,0.0,0.0,0.0,0.0,1240.0,1.0,0.07428,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,14,4,2,1,2
2026-01-02 15:00:00,0.07428,0.0,0.0,1.240000000000009,0.0,0.0,0.09999999999999964,0.0,940.0,3.0,0.08384,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,15,4,2,1,2
2026-01-02 16:00:00,0.08384,-3.200000000000003,-4.300000000000011,-15.5,-0.020000000000000018,-5.400000000000006,-0.09999999999999964,-6.0,390.0,0.0,0.08798,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,16,4,2,1,2
2026-01-02 17:00:00,0.08798,0.0,0.0,1.7900000000000205,0.0,0.0,0.0,0.0,290.00000000000006,0.0,0.08995,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,17,4,2,1,2
2026-01-02 18:00:00,0.08995,0.0,0.0,1.7799999999999727,0.0,0.0,0.0,0.0,540.0,0.0,0.09495,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,18,4,2,1,2
2026-01-02 19:00:00,0.09495,0.0,0.0,1.830000000000041,0.0,0.0,0.0,0.0,710.0,0.0,0.08484,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,19,4,2,1,2
2026-01-02 20:00:00,0.08484,0.0,0.0,1.7999999999999545,0.0,0.0,0.0,0.0,1060.0,0.0,0.08725,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,20,4,2,1,2
2026-01-02 21:00:00,0.08725,0.0,0.0,1.8600000000000136,0.0,0.0,0.0,0.0,320.0,0.0,0.08365,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,21,4,2,1,2
2026-01-02 22:00:00,0.08365,0.0,0.0,-444.51,-0.25,0.0,0.09999999999999964,0.0,300.0,0.0,0.08434,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,22,4,2,1,2
2026-01-02 23:00:00,0.08434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0809,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,23,4,2,1,2
2026-01-03 00:00:00,0.0809,0.0,0.0,448.45,0.25,0.0,0.0,0.0,230.0,3.0,0.07796,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0,5,3,1,3
2026-01-03 01:00:00,0.07796,0.0,0.0,0.3100000000000023,0.0,0.19999999999998863,0.0,0.09999999999999432,90.0,3.0,0.07649,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,1,5,3,1,3
2026-01-03 02:00:00,0.07649,0.30000000000001137,0.0,0.009999999999990905,0.0,0.4000000000000057,0.0,0.0,169.99999999999997,3.0,0.07318,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,2,5,3,1,3
2026-01-03 03:00:00,0.07318,0.5,0.0,0.009999999999990905,0.0,0.5,0.0,0.09999999999999432,250.0,3.0,0.07395,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,3,5,3,1,3
2026-01-03 04:00:00,0.07395,0.3999999999999915,0.0,0.010000000000047748,0.010000000000000009,0.5999999999999943,0.0,0.09999999999999432,290.00000000000006,3.0,0.07255,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,4,5,3,1,3
2026-01-03 05:00:00,0.07255,0.4000000000000057,0.0,0.0,0.0,0.5999999999999943,0.0,0.20000000000001705,270.0,3.0,0.07856,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,5,5,3,1,3
2026-01-03 06:00:00,0.07856,0.29999999999999716,0.4000000000000057,0.009999999999990905,0.0,0.5,0.0,0.5999999999999943,40.0,3.0,0.08785,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,6,5,3,1,3
2026-01-03 07:00:00,0.08785,0.0,1.6999999999999886,0.06999999999999318,0.0,0.30000000000001137,0.0,1.799999999999983,330.0,3.0,0.09535,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,7,5,3,1,3
2026-01-03 08:00:00,0.09535,0.09999999999999432,0.10000000000002274,0.0,0.0,0.19999999999998863,0.0,0.20000000000001705,250.0,3.0,0.09894,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,8,5,3,1,3
2026-01-03 09:00:00,0.09894,0.0,0.19999999999998863,0.009999999999990905,0.0,0.0,0.0,0.29999999999998295,250.0,3.0,0.09195,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,9,5,3,1,3
2026-01-03 10:00:00,0.09195,0.0,0.09999999999999432,0.009999999999990905,0.0,0.0,0.0,0.10000000000002274,310.0,3.0,0.08785,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,10,5,3,1,3
2026-01-03 11:00:00,0.08785,0.0,0.09999999999999432,0.0,0.0,0.0,0.0,0.0,770.0,3.0,0.08585,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,0.09385,11,5,3,1,3
2026-01-03 12:00:00,0.08585,0.0,0.10000000000002274,0.009999999999990905,0.0,0.0,0.0,0.19999999999998863,2170.0,3.0,0.08511,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,0.09385,0.0913,12,5,3,1,3
2026-01-03 13:00:00,0.08511,0.0,0.09999999999999432,0.010000000000047748,0.0,0.0,0.0,0.09999999999999432,220.0,1.0,0.09,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,0.09385,0.0913,0.0862,13,5,3,1,3
2026-01-03 14:00:00,0.09,0.0,0.09999999999999432,0.009999999999990905,0.0,0.0,0.0,0.0,270.0,1.0,0.09478,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,0.09385,0.0913,0.0862,0.0835,14,5,3,1,3
2026-01-03 15:00:00,0.09478,0.0,0.0,0.060000000000002274,0.0,0.0,0.0,0.09999999999999432,310.0,1.0,0.10595,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,0.09385,0.0913,0.0862,0.0835,0.08371,15,5,3,1,3
2026-01-03 16:00:00,0.10595,-1.2000000000000028,-1.4000000000000057,-5.71999999999997,-0.010000000000000009,-2.5,-0.09999999999999964,-2.3000000000000114,340.0,3.0,0.1128,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,0.09385,0.0913,0.0862,0.0835,0.08371,0.08761,16,5,3,1,3
2026-01-03 17:00:00,0.1128,0.0,0.0,0.060000000000002274,0.0,0.0,0.0,0.0,380.0,0.0,0.11101,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,0.09385,0.0913,0.0862,0.0835,0.08371,0.08761,0.11399,17,5,3,1,3
2026-01-03 18:00:00,0.11101,0.0,0.0,0.1099999999999568,0.0,0.0,0.0,0.0,440.0,0.0,0.09928,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,0.09385,0.0913,0.0862,0.0835,0.08371,0.08761,0.11399,0.121,18,5,3,1,3
2026-01-03 19:00:00,0.09928,0.0,0.0,0.160000000000025,0.0,0.0,0.0,0.0,280.0,0.0,0.09579,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,0.09385,0.0913,0.0862,0.0835,0.08371,0.08761,0.11399,0.121,0.1235,19,5,3,1,3
2026-01-03 20:00:00,0.09579,0.0,0.0,0.13999999999998636,0.0,0.0,0.0,0.0,270.0,0.0,0.09404,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,0.09385,0.0913,0.0862,0.0835,0.08371,0.08761,0.11399,0.121,0.1235,0.1213,20,5,3,1,3
2026-01-03 21:00:00,0.09404,0.0,0.0,0.10000000000002274,0.0,0.0,0.0,0.0,190.0,3.0,0.09144,0.09401,0.08772,0.08713,0.0846,0.0826,0.08251,0.08271,0.08446,0.08651,0.09402,0.10394,0.09385,0.0913,0.0862,0.0835,0.08371,0.08761,0.11399,0.121,0.1235,0.1213,0.10687,21,5,3,1,3
