timestamp,pv_gen_wh,user_load_wh,price_eur_kwh,price_eur_kwh_t+1,price_eur_kwh_t+2,price_eur_kwh_t+3,price_eur_kwh_t+4,price_eur_kwh_t+5,price_eur_kwh_t+6,price_eur_kwh_t+7,price_eur_kwh_t+8,price_eur_kwh_t+9,price_eur_kwh_t+10,price_eur_kwh_t+11,price_eur_kwh_t+12,price_eur_kwh_t+13,price_eur_kwh_t+14,price_eur_kwh_t+15,price_eur_kwh_t+16,price_eur_kwh_t+17,price_eur_kwh_t+18,price_eur_kwh_t+19,price_eur_kwh_t+20,price_eur_kwh_t+21,price_eur_kwh_t+22,price_eur_kwh_t+23,price_eur_kwh_t+24,temperature_2m,cloud_cover,shortwave_radiation,relative_humidity_2m,wind_speed_10m,shortwave_radiation_t+1,shortwave_radiation_t+2,shortwave_radiation_t+3,shortwave_radiation_t+4,shortwave_radiation_t+5,shortwave_radiation_t+6,hour_of_day,day_of_week,day_of_year,day_of_month,lat,lon,country,state,baseline_reward
2026-04-15 02:00:00,0.0,100.0,0.1101,0.11468,0.13786,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,3.5,8.0,0.0,88.0,8.5,0.0,0.0,0.0,0.0,5.0,88.0,2,2,105,15,51.833328,8.01667,Germany,Nordrhein-Westfalen,-0.01101
2026-04-15 03:00:00,0.0,100.0,0.11468,0.13786,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,3.5,2.0,0.0,87.0,8.6,0.0,0.0,0.0,5.0,88.0,228.0,3,2,105,15,51.833328,8.01667,Germany,Nordrhein-Westfalen,-0.011468
2026-04-15 04:00:00,0.0,100.0,0.13786,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,3.0,7.0,0.0,87.0,9.5,0.0,0.0,5.0,88.0,228.0,360.0,4,2,105,15,51.833328,8.01667,Germany,Nordrhein-Westfalen,-0.013786000000000001
2026-04-15 05:00:00,0.0,100.0,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,3.0,5.0,0.0,87.0,9.4,0.0,5.0,88.0,228.0,360.0,494.0,5,2,105,15,51.833328,8.01667,Germany,Nordrhein-Westfalen,-0.016692000000000002
2026-04-15 06:00:00,0.0,399.99999999999994,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,3.1,8.0,0.0,87.0,8.9,5.0,88.0,228.0,360.0,494.0,611.0,6,2,105,15,51.833328,8.01667,Germany,Nordrhein-Westfalen,-0.0658
2026-04-15 07:00:00,0.0,0.0,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,2.3,9.0,5.0,85.0,8.9,88.0,228.0,360.0,494.0,611.0,617.0,7,2,105,15,51.833328,8.01667,Germany,Nordrhein-Westfalen,0.0
2026-04-15 08:00:00,100.0,200.0,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,5.7,25.0,88.0,79.0,10.2,228.0,360.0,494.0,611.0,617.0,698.0,8,2,105,15,51.833328,8.01667,Germany,Nordrhein-Westfalen,0.0
2026-04-15 09:00:00,100.0,0.0,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,9.2,72.0,228.0,69.0,10.6,360.0,494.0,611.0,617.0,698.0,588.0,9,2,105,15,51.833328,8.01667,Germany,Nordrhein-Westfalen,0.009933
2026-04-15 10:00:00,550.0,250.0,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,12.6,91.0,360.0,59.0,10.4,494.0,611.0,617.0,698.0,588.0,513.0,10,2,105,15,51.833328,8.01667,Germany,Nordrhein-Westfalen,0.038291
2026-04-15 11:00:00,500.0,1000.0,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,15.0,94.0,494.0,53.0,10.1,611.0,617.0,698.0,588.0,513.0,366.0,11,2,105,15,51.833328,8.01667,Germany,Nordrhein-Westfalen,0.0
