timestamp,pv_gen_wh,user_load_wh,price_eur_kwh,price_eur_kwh_t+1,price_eur_kwh_t+2,price_eur_kwh_t+3,price_eur_kwh_t+4,price_eur_kwh_t+5,price_eur_kwh_t+6,price_eur_kwh_t+7,price_eur_kwh_t+8,price_eur_kwh_t+9,price_eur_kwh_t+10,price_eur_kwh_t+11,price_eur_kwh_t+12,price_eur_kwh_t+13,price_eur_kwh_t+14,price_eur_kwh_t+15,price_eur_kwh_t+16,price_eur_kwh_t+17,price_eur_kwh_t+18,price_eur_kwh_t+19,price_eur_kwh_t+20,price_eur_kwh_t+21,price_eur_kwh_t+22,price_eur_kwh_t+23,price_eur_kwh_t+24,temperature_2m,cloud_cover,shortwave_radiation,relative_humidity_2m,wind_speed_10m,shortwave_radiation_t+1,shortwave_radiation_t+2,shortwave_radiation_t+3,shortwave_radiation_t+4,shortwave_radiation_t+5,shortwave_radiation_t+6,hour_of_day,day_of_week,day_of_year,day_of_month,lat,lon,country,state,baseline_reward
2026-04-15 02:00:00,0.0,200.0,0.1101,0.11468,0.13786,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,3.7,4.0,0.0,82.0,6.5,0.0,0.0,0.0,0.0,8.0,106.0,2,2,105,15,51.48333,9.4,Germany,Hessen,-0.02202
2026-04-15 03:00:00,0.0,200.0,0.11468,0.13786,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,2.8,2.0,0.0,85.0,6.5,0.0,0.0,0.0,8.0,106.0,257.0,3,2,105,15,51.48333,9.4,Germany,Hessen,-0.022936
2026-04-15 04:00:00,0.0,200.0,0.13786,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,1.9,5.0,0.0,87.0,6.1,0.0,0.0,8.0,106.0,257.0,427.0,4,2,105,15,51.48333,9.4,Germany,Hessen,-0.027572000000000003
2026-04-15 05:00:00,0.0,300.00000000000006,0.16692,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,1.8,3.0,0.0,88.0,6.5,0.0,8.0,106.0,257.0,427.0,565.0,5,2,105,15,51.48333,9.4,Germany,Hessen,-0.05007600000000001
2026-04-15 06:00:00,0.0,300.00000000000006,0.1645,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,1.5,3.0,0.0,90.0,5.9,8.0,106.0,257.0,427.0,565.0,670.0,6,2,105,15,51.48333,9.4,Germany,Hessen,-0.04935000000000001
2026-04-15 07:00:00,0.0,200.0,0.13,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.3,2.0,8.0,91.0,5.4,106.0,257.0,427.0,565.0,670.0,716.0,7,2,105,15,51.48333,9.4,Germany,Hessen,-0.026000000000000002
2026-04-15 08:00:00,100.0,0.0,0.126,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,3.7,6.0,106.0,84.0,6.5,257.0,427.0,565.0,670.0,716.0,621.0,8,2,105,15,51.48333,9.4,Germany,Hessen,0.0126
2026-04-15 09:00:00,200.0,200.0,0.09933,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,7.5,13.0,257.0,73.0,5.2,427.0,565.0,670.0,716.0,621.0,587.0,9,2,105,15,51.48333,9.4,Germany,Hessen,0.019866
2026-04-15 10:00:00,400.0,0.0,0.06962,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,10.7,50.0,427.0,63.0,6.9,565.0,670.0,716.0,621.0,587.0,476.0,10,2,105,15,51.48333,9.4,Germany,Hessen,0.027848
2026-04-15 11:00:00,600.0000000000001,0.0,0.05005,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,12.7,84.0,565.0,53.0,8.1,670.0,716.0,621.0,587.0,476.0,433.0,11,2,105,15,51.48333,9.4,Germany,Hessen,0.03003
2026-04-15 12:00:00,500.0,0.0,0.04899,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,13.8,95.0,670.0,48.0,6.3,716.0,621.0,587.0,476.0,433.0,253.0,12,2,105,15,51.48333,9.4,Germany,Hessen,0.024495
2026-04-15 13:00:00,500.0,0.0,0.06553,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,14.8,91.0,716.0,44.0,6.0,621.0,587.0,476.0,433.0,253.0,131.0,13,2,105,15,51.48333,9.4,Germany,Hessen,0.032765
2026-04-15 14:00:00,500.0,0.0,0.08477,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,15.3,100.0,621.0,40.0,6.5,587.0,476.0,433.0,253.0,131.0,41.0,14,2,105,15,51.48333,9.4,Germany,Hessen,0.042385
2026-04-15 15:00:00,400.0,0.0,0.10941,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,16.0,97.0,587.0,38.0,6.6,476.0,433.0,253.0,131.0,41.0,1.0,15,2,105,15,51.48333,9.4,Germany,Hessen,0.043764
2026-04-15 16:00:00,200.0,100.0,0.12712,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,16.3,93.0,476.0,37.0,6.9,433.0,253.0,131.0,41.0,1.0,0.0,16,2,105,15,51.48333,9.4,Germany,Hessen,0.025424000000000002
2026-04-15 17:00:00,200.0,300.00000000000006,0.15813,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,16.5,96.0,433.0,36.0,6.9,253.0,131.0,41.0,1.0,0.0,0.0,17,2,105,15,51.48333,9.4,Germany,Hessen,0.015812999999999994
2026-04-15 18:00:00,100.0,300.00000000000006,0.20451,0.1701,0.14294,0.13173,0.11251,0.10462,0.09969,0.09678,0.09672,0.09981,0.12481,0.15073,0.15999,0.1245,0.12093,0.09673,0.08098,0.05721,0.03672,0.05279,0.06499,0.09758,0.10528,0.13559,0.19359,16.2,97.0,253.0,38.0,7.1,131.0,41.0,1.0,0.0,0.0,0.0,18,2,105,15,51.48333,9.4,Germany,Hessen,-0.020451000000000014
