iteration,mean_reward,clip_ratio,eval_profit
0,0.006424002996533448,0.0033333333333333335,0.000430607310713194
1,0.007580198848887498,0.0042592592592592595,0.0054748061500878974
2,0.006681861607074954,0.0024074074074074076,0.00858882422294905
3,0.007567667245585789,0.002962962962962963,0.012280023073291055
4,0.008715266920691654,0.0024074074074074076,0.017511458662023943
5,0.008350178274508574,0.002962962962962963,0.024944567422777588
6,0.00837852776684505,0.0022222222222222222,0.027705492842198746
7,0.009520849005558869,0.000925925925925926,0.02933635092808519
8,0.010085865857797345,0.0012962962962962963,0.029877850346225927
9,0.01176534355977263,0.001851851851851852,0.031189771574221068
10,0.011962620503630563,0.002037037037037037,0.03212650979797617
11,0.012135880636839166,0.0022222222222222222,0.0325102847608682
12,0.012233747008180085,0.002037037037037037,0.03271384891794539
13,0.013335998478756222,0.0022222222222222222,0.03325579755741146
14,0.013599088238542304,0.0024074074074074076,0.03361259605545204
15,0.013947738472847299,0.002037037037037037,0.033788721435942366
16,0.015118879666757708,0.0011111111111111111,0.03412026616512989
17,0.015243510950517472,0.001851851851851852,0.034298908433516136
18,0.015572921239329475,0.0011111111111111111,0.0342847000561896
19,0.017688432356932012,0.000925925925925926,0.03450911485888798
20,0.015509887654109327,0.0011111111111111111,0.03470597284246606
21,0.017064226901611693,0.0007407407407407407,0.03482507526753169
22,0.019584838054921373,0.000925925925925926,0.03489360280843674
23,0.018372671210255518,0.0007407407407407407,0.034856256699124684
24,0.019204639738304528,0.0011111111111111111,0.0348351271069175
25,0.02004993313093356,0.0005555555555555556,0.034838830842857965
26,0.0190610244030346,0.0016666666666666668,0.03464889014874753
27,0.018253608119420985,0.000925925925925926,0.03474436674129922
28,0.019199418116643305,0.0011111111111111111,0.034817917054908776
29,0.020590610790397312,0.0007407407407407407,0.03490048306639321
30,0.020152763728869098,0.0011111111111111111,0.03483594598682405
31,0.020760474887447932,0.0005555555555555556,0.03475851876988293
32,0.020205115453254024,0.0011111111111111111,0.034701560835039225
33,0.020182105364309658,0.00037037037037037035,0.034753694943762174
34,0.021988350381953316,0.0005555555555555556,0.03484430579183608
35,0.021809982719568913,0.000925925925925926,0.03504871134174123
36,0.023010143611153916,0.0007407407407407407,0.03494588696730177
37,0.021819454918654002,0.0005555555555555556,0.03501050251669711
38,0.02191618096002409,0.000925925925925926,0.03500835864618665
39,0.022309643142041456,0.0005555555555555556,0.03519913977982564
40,0.021236917304852894,0.00018518518518518518,0.03524693118715639
41,0.023477602717703102,0.00037037037037037035,0.03522255194507953
42,0.02392193268975842,0.00037037037037037035,0.03517355433243672
43,0.023154294905613906,0.00018518518518518518,0.03509645421837763
44,0.023438575987898395,0.00037037037037037035,0.03516617686409557
45,0.024275765363639595,0.0,0.03506803311655407
46,0.02298389591332414,0.00037037037037037035,0.035265542454237506
47,0.023187474345237637,0.0007407407407407407,0.03513917436447024
48,0.024916292171973876,0.0011111111111111111,0.03507713337983425
49,0.02476467591712211,0.00018518518518518518,0.03529662156036738
50,0.0251403324372973,0.00018518518518518518,0.03511098198277613
51,0.024663707360658708,0.0005555555555555556,0.03531050685592868
52,0.025400103110281663,0.00018518518518518518,0.035410548211198
53,0.024867457631633016,0.00037037037037037035,0.0353438927186107
54,0.02589138937916392,0.0,0.03534081498164477
55,0.025559826537840807,0.00018518518518518518,0.0349648316597943
56,0.02619148148206937,0.0,0.034992139932474846
57,0.024145752932625796,0.0005555555555555556,0.03526753542225969
58,0.025921142448625666,0.0,0.035111782784546686
59,0.026313471274367776,0.0005555555555555556,0.035354540221313006
60,0.02570731254410007,0.00018518518518518518,0.03564334082910113
61,0.025565128657614792,0.00018518518518518518,0.03564868243931906
62,0.02676935111185975,0.00018518518518518518,0.035717238860396766
63,0.025822659651322747,0.0005555555555555556,0.03581636598093335
64,0.026507958311947133,0.0005555555555555556,0.035590741287515874
65,0.025820918699395422,0.00018518518518518518,0.03553087907477538
66,0.0251604226045599,0.0005555555555555556,0.03538420307704771
67,0.02672933886324086,0.0005555555555555556,0.03557630032101993
68,0.02713997117845023,0.0005555555555555556,0.03569531086137889
69,0.026953263294643648,0.00018518518518518518,0.03576199005244131
70,0.02673141092227596,0.00037037037037037035,0.03577037692150102
71,0.027337901178597714,0.00037037037037037035,0.0358319696386897
72,0.027105640180997016,0.00018518518518518518,0.035853323908881456
73,0.02735662031716316,0.0,0.035865147729187107
74,0.027017688249063015,0.00037037037037037035,0.03585921775142602
75,0.027058746172482624,0.00018518518518518518,0.03583999864917838
76,0.026468253769338583,0.00018518518518518518,0.035788868982166246
77,0.027577178720348008,0.00018518518518518518,0.03580863776856719
78,0.02740900091952377,0.00037037037037037035,0.03581466245648268
79,0.02695141866545799,0.00037037037037037035,0.03584310146526346
80,0.02697335708656517,0.0,0.03569726815481091
81,0.02768290545138025,0.0,0.03572810371684518
82,0.02776990037504973,0.0,0.035728006575367594
83,0.028753601570913053,0.00018518518518518518,0.03576351770878462
84,0.028183098493781967,0.0,0.03577321825732791
85,0.027992955997691454,0.00037037037037037035,0.03576688276426279
86,0.02825363770981724,0.0,0.03582634760342697
87,0.028320000994947907,0.0,0.03589675635232026
88,0.028120520674412716,0.00037037037037037035,0.03590047780686282
89,0.028366876563227894,0.0,0.03586432684594379
90,0.028018381403226992,0.0,0.035827283737713586
91,0.027944306885138916,0.0,0.03589760700846028
92,0.02806813586764052,0.0,0.03588798225821004
93,0.028475934478470084,0.0,0.035849898141804185
94,0.028482921935817397,0.0,0.035832808978741144
95,0.02835841644673375,0.00018518518518518518,0.0358682449580313
96,0.02861307987190255,0.0,0.03581506062767826
97,0.028572180623920272,0.0,0.035844980004472206
