iteration,mean_reward,clip_ratio,eval_profit
0,0.001845237493827578,0.0033333333333333335,-0.0073791017678597375
1,0.002354911701628334,0.0035185185185185185,-0.007375437999021737
2,0.0029094883540693567,0.003148148148148148,-0.00737292568722885
3,0.002852840972679073,0.0024074074074074076,-0.005154331630326977
4,0.002997137738884662,0.002962962962962963,0.010031133172876138
5,0.004868864829045492,0.002037037037037037,0.018410013326872855
6,0.00516051111343098,0.001851851851851852,0.023601732173929448
7,0.00670066579477998,0.0022222222222222222,0.025886920021569778
8,0.006373149500056446,0.002037037037037037,0.026333587919427384
9,0.006434536235225287,0.002037037037037037,0.026681605139836494
10,0.009039442725243135,0.0014814814814814814,0.027195767614906604
11,0.008915049236701113,0.000925925925925926,0.027799282917457185
12,0.009748205228119452,0.002037037037037037,0.02781359195083105
13,0.00906920263642768,0.0012962962962962963,0.02799783704305055
14,0.010514452288867788,0.0012962962962962963,0.027969312862884597
15,0.00946016200974805,0.0014814814814814814,0.02803172324338352
16,0.011040960332690839,0.0007407407407407407,0.028028136620284676
17,0.011738312847968694,0.0007407407407407407,0.02844248014338548
18,0.011245334174567837,0.0025925925925925925,0.0285971916431413
19,0.012606816100451198,0.001851851851851852,0.028593487923751642
20,0.013908244251002842,0.0022222222222222222,0.02855507436666492
21,0.013765878212585143,0.0005555555555555556,0.028480831301361156
22,0.013896831297455847,0.0007407407407407407,0.02829962897322208
23,0.012419934488639598,0.000925925925925926,0.02831913934740571
24,0.014014726922060928,0.002037037037037037,0.028209653637223282
25,0.01536453077348277,0.0007407407407407407,0.028207522920590644
26,0.014399142871134944,0.0007407407407407407,0.028099363297694857
27,0.016539976104756448,0.0016666666666666668,0.028116757568113864
28,0.01596679761637297,0.0012962962962962963,0.02785021783583179
29,0.015128511514756889,0.0005555555555555556,0.027961504356130904
30,0.01786376299717402,0.0012962962962962963,0.027854627359916506
31,0.01793443760827189,0.00037037037037037035,0.02769164937391918
32,0.017171113819353535,0.0007407407407407407,0.02768244136498226
33,0.017132009602952157,0.0011111111111111111,0.02779239065321753
34,0.0185107521404187,0.00037037037037037035,0.027611406606328468
35,0.01703636132082993,0.0005555555555555556,0.02759738762699006
36,0.01856221917740269,0.0007407407407407407,0.02748849569027957
37,0.018403293980550375,0.0005555555555555556,0.02753497872235071
38,0.018835906880861047,0.000925925925925926,0.027573496046503814
39,0.019496116499336268,0.0007407407407407407,0.027689980213434925
40,0.01993296071549648,0.00037037037037037035,0.02774805620160277
41,0.018420208298266655,0.0007407407407407407,0.02774020820581727
42,0.02068514415267638,0.0,0.027795265649677055
43,0.019928835588673765,0.0005555555555555556,0.02780755891194748
44,0.018674938349993613,0.0005555555555555556,0.027877350229304987
45,0.019056377705942745,0.0007407407407407407,0.02782799113340886
46,0.020523781012292564,0.0005555555555555556,0.027869272426176053
47,0.02020552804499823,0.0007407407407407407,0.027942653987318617
48,0.020997368483355938,0.00037037037037037035,0.028024553076482946
49,0.020216691652004338,0.0007407407407407407,0.02792205529674103
50,0.019845735168855773,0.00037037037037037035,0.0278857748424865
51,0.020244895526037608,0.00018518518518518518,0.027899909186609142
52,0.02131619461726655,0.00037037037037037035,0.02803704777163483
53,0.020787587708129475,0.00037037037037037035,0.02798001551161092
54,0.02040754859329778,0.00018518518518518518,0.027945940275259467
55,0.021777227683045252,0.0011111111111111111,0.027797569583096822
56,0.020604504072781787,0.0005555555555555556,0.027792313132480945
57,0.02068321916654854,0.000925925925925926,0.0278801315467728
58,0.02141057329842188,0.00037037037037037035,0.027858690396532437
59,0.021657496046636783,0.00018518518518518518,0.027911922457588643
60,0.021638747713117232,0.00037037037037037035,0.02789221645661355
61,0.021577386046081354,0.0,0.027901524629144914
62,0.02187529134790563,0.00018518518518518518,0.02799375828314747
63,0.022366118235784067,0.00018518518518518518,0.027960024468846618
64,0.02189849245954042,0.00018518518518518518,0.027957001612516446
65,0.022757196304298156,0.00018518518518518518,0.027934420100348842
66,0.023085347685288245,0.00018518518518518518,0.028073349755133606
67,0.02319055869179356,0.0,0.027895217206747314
68,0.023767492184759088,0.00018518518518518518,0.02804147057122036
69,0.023512507866083117,0.00018518518518518518,0.02778506337766976
70,0.023718625558550754,0.0,0.027932862170704707
71,0.02332518356938225,0.0,0.027856444633961173
72,0.023214031708184386,0.0,0.027840173688816732
73,0.023787427902491432,0.0,0.02797063248574881
74,0.02353537832049503,0.00018518518518518518,0.027897230737391705
75,0.024042570353431016,0.00018518518518518518,0.028066346251045888
76,0.024239317635576445,0.0,0.0279148506731976
77,0.024382499278868448,0.0,0.027797819961494878
78,0.02469639943093447,0.00018518518518518518,0.02793193542052004
79,0.024389866224162768,0.0,0.02789828818645084
80,0.024446552430810228,0.00018518518518518518,0.02778323087790872
81,0.024818583367672453,0.0,0.027978298805911555
82,0.02395627399806799,0.00018518518518518518,0.027962019964635057
83,0.024999894893278328,0.0,0.02810760205795236
84,0.024380910503502818,0.00018518518518518518,0.028293600659898728
85,0.02418605240905456,0.0,0.028111962621989124
86,0.02468372316952891,0.0,0.028218398535134106
87,0.025027759421692473,0.0,0.028085336725598858
88,0.025367824995950774,0.00018518518518518518,0.02813835608746095
89,0.025765980401018553,0.0,0.027987743206216917
90,0.0248886054234094,0.0,0.028048783827276505
91,0.024611727815472387,0.0,0.028081940756577925
92,0.025129029660464368,0.00018518518518518518,0.02818703760948267
93,0.025609756800509278,0.0,0.028078980526261968
94,0.025307698498847123,0.00018518518518518518,0.02797500191275912
95,0.02552342859474141,0.00018518518518518518,0.0280666283312566
96,0.025434822103646303,0.00018518518518518518,0.028178965825000766
97,0.025170108388163973,0.00018518518518518518,0.02791689741449863
98,0.025750868922713988,0.0,0.027913077498285144
99,0.025175073874646892,0.0,0.02791398852059125
100,0.026413501501009122,0.0,0.027983157838391906
101,0.025701412802790747,0.00018518518518518518,0.028014197302634634
102,0.02565144834370215,0.0,0.027969837959145687
103,0.026061459219311106,0.0,0.028084564411658686
104,0.025419053678266235,0.0,0.028086391821952925
105,0.02606694253733825,0.0,0.028157808796775628
106,0.025871439503445608,0.0,0.028232509326569757
107,0.02609102101096436,0.0,0.02830828646987582
108,0.025715545012343854,0.0,0.028269887737487454
109,0.02633529988852573,0.0,0.0282963042168312
110,0.02604176244484045,0.0,0.028342750798687668
111,0.025603469068941453,0.0,0.02823552015620188
112,0.025778643165653908,0.0,0.028176963572461196
113,0.02612733426010352,0.0,0.028127455280246405
114,0.026564679901261126,0.0,0.028160222970040363
115,0.02651876962566979,0.00018518518518518518,0.028177283566676908
116,0.026416966894054133,0.00018518518518518518,0.028183488852609906
117,0.026388658264897807,0.0,0.028140932628101006
118,0.026094341440429308,0.0,0.028150487492477783
119,0.026420019364169777,0.0,0.028166783198494867
120,0.02655441787328743,0.0,0.02814175903905861
121,0.026334414402592755,0.00018518518518518518,0.028153279611427037
122,0.026765755370739826,0.0,0.028095866531258982
123,0.026672435408337622,0.0,0.028178944102609023
124,0.026718559949814053,0.0,0.028092410537055048
125,0.02680159009763089,0.0,0.02820111383759692
126,0.026671022414407476,0.0,0.028227519688101183
127,0.027115747808046042,0.0,0.028164590709772706
128,0.026916673835836714,0.0,0.02814332997574506
129,0.02686871214650606,0.0,0.028100938562189797
130,0.026697023649808155,0.0,0.028103428888848345
131,0.026580347040962616,0.00018518518518518518,0.028106974158818895
132,0.026577277004383802,0.0,0.028043312303089388
133,0.026499977987365024,0.0,0.028008347139145757
134,0.026657328543387284,0.0,0.027994232780002223
135,0.02683420585562132,0.0,0.02795464745766496
136,0.026519590320326483,0.0,0.027983899217256365
137,0.026901258803987183,0.0,0.028007698106191928
138,0.02661573731774369,0.0,0.028119269226207586
139,0.02651691391732559,0.0,0.028118009890393075
140,0.02681440144838593,0.0,0.028367262919183775
141,0.026387319883827864,0.00018518518518518518,0.028393049457744464
142,0.027089624659473337,0.0,0.02826421087665682
143,0.027029751144424477,0.0,0.02822948609486342
144,0.026743313875972678,0.0,0.028408728365576105
145,0.026669787510040947,0.0,0.028443268596163425
146,0.026924493834882015,0.0,0.02848209815708967
147,0.026812283890030778,0.0,0.02853424743323932
148,0.02696190225606827,0.00018518518518518518,0.02844755236442501
149,0.027297363966750195,0.0,0.028391369724610784
150,0.02727139299867257,0.0,0.02838013882554361
151,0.026726174044013083,0.0,0.028461586103306062
152,0.026899967901502706,0.0,0.02854018037958293
153,0.02733772239175015,0.0,0.028527643932931255
154,0.02713332490660223,0.0,0.028578190730778125
155,0.027139207570143806,0.0,0.02855898912492402
156,0.0269472152005939,0.0,0.028460190035280577
157,0.027061901160292348,0.0,0.028413696307247452
158,0.027483912914789074,0.0,0.028404918855828395
159,0.026836035300873765,0.0,0.02848601401486618
160,0.026979166363915646,0.0,0.028613485894226298
161,0.02755643417095273,0.0,0.02838340600940313
162,0.026957144055256635,0.0,0.028290213791123953
163,0.02732728234773948,0.0,0.028321786690449866
164,0.02726486003450199,0.0,0.028379975050252502
165,0.02738672442929032,0.0,0.028356210057656556
166,0.027363193908901903,0.0,0.028452179053128565
167,0.027271331414620435,0.0,0.028359244254446064
168,0.026843087580178296,0.0,0.02834327412555649
169,0.027323502861900776,0.0,0.02828769493150649
170,0.027213564277111715,0.0,0.028220169023463984
171,0.027334245761837125,0.0,0.028412115443185934
172,0.02723062529740884,0.0,0.028362138021477287
173,0.027135603728467923,0.0,0.028318191934584465
174,0.02752874400635837,0.0,0.02830838391133829
175,0.02710267305535134,0.0,0.02838888723445243
176,0.027094968835256174,0.0,0.028449368991806938
177,0.02732458165244804,0.0,0.028461375495490066
178,0.02746711482588342,0.0,0.028586090490313094
179,0.027405166639633674,0.0,0.028673895850491335
180,0.02719091775441734,0.0,0.028703567398372525
181,0.02732140623867083,0.0,0.028755062267867695
182,0.027154584943781625,0.0,0.028668367618806152
183,0.027592716479613973,0.0,0.028652474334854943
184,0.02743795209283641,0.0,0.028685697687640763
185,0.027283863570366027,0.0,0.028625151138438703
186,0.02765461064052026,0.0,0.028605936886562395
187,0.02755631122441383,0.0,0.0286269056510812
188,0.027793672739821033,0.0,0.0286661057661893
189,0.027212962084684243,0.0,0.02864480551516405
190,0.027310626936982895,0.0,0.028706442294788796
191,0.027020232611105303,0.0,0.02874394199636456
192,0.027741589935143054,0.0,0.02872300392358683
193,0.027294012784065166,0.0,0.028695845534659672
194,0.02766082727671596,0.0,0.02869466744787668
195,0.027279466920016447,0.0,0.028783125708269162
196,0.02718329937254304,0.0,0.028792935460047766
197,0.027637414608422083,0.0,0.028781880570174525
198,0.027260608433962663,0.0,0.028750730059798904
199,0.027492382792727324,0.0,0.028711571337317863
200,0.02735674151967673,0.0,0.02869955893852704
201,0.02743392329322102,0.0,0.028674858431223953
202,0.027191155674183357,0.0,0.02872716519684584
203,0.02720777204466621,0.0,0.028678887347301302
204,0.02753259528616275,0.0,0.0286398396229777
205,0.027266617659259196,0.0,0.028652756416402598
206,0.027461950640869273,0.0,0.028619558635092072
207,0.027525987633102645,0.0,0.028626367205077736
208,0.02773368379369349,0.0,0.028568315513762876
209,0.02723650066790089,0.0,0.028565475338696127
210,0.027391014282683528,0.0,0.028443905763075237
211,0.02780068211497312,0.0,0.028457316905071584
212,0.027451677187460343,0.0,0.028477260101334907
213,0.02739673308220116,0.0,0.028526854741582026
214,0.027677926695884817,0.0,0.028617019762477644
215,0.027306784695675913,0.0,0.028494303166072456
216,0.027637313166766,0.0,0.028465093369353194
217,0.027440734600278786,0.0,0.028498448470391298
218,0.027643584974842015,0.0,0.02853490973022061
219,0.02757090553569838,0.0,0.028535122163062438
220,0.027671973176655526,0.0,0.028561134139738858
221,0.027438883033030805,0.0,0.028585970994312163
222,0.027394432485208415,0.0,0.02859054383629262
223,0.027420609967273593,0.0,0.028662062795583906
224,0.0273575595339188,0.0,0.028643101303164182
225,0.02741658476362654,0.0,0.02860013716394539
226,0.02737735056473667,0.0,0.028546446617190153
227,0.027745954345981913,0.0,0.028483646749500793
228,0.027619076779771146,0.0,0.028512046304979475
229,0.026929775656025143,0.0,0.028521954383318632
230,0.027710566881702765,0.0,0.028542931545022323
231,0.027447291027673622,0.0,0.02851437896015397
232,0.027765105055194268,0.0,0.028554745122776757
233,0.027752287984245106,0.0,0.028562705202495486
234,0.027678590590623924,0.0,0.028558648690124182
235,0.028027776201292244,0.0,0.028495885843661764
236,0.0276865930230768,0.0,0.0284921156985987
237,0.027712821354530928,0.0,0.02852334074555921
238,0.027495277492069217,0.0,0.028521005604787358
239,0.027488117251286345,0.0,0.028483660361657934
240,0.02724978855236993,0.0,0.02850976012755321
241,0.02776956663100919,0.0,0.028509912961805675
242,0.027468386589043957,0.0,0.028533795490361977
243,0.027832490346547764,0.0,0.028526046179025336
244,0.02728259671266714,0.0,0.028531464124404812
245,0.0270302911442,0.0,0.028548384066626315
246,0.027470130660511755,0.0,0.02854641293761836
247,0.027269753911432007,0.0,0.0285378605079574
248,0.02748177904645503,0.0,0.028533239871713925
249,0.02753943337270234,0.0,0.028504942441812533
250,0.02750780163707588,0.0,0.028501348871620393
251,0.02748829763324372,0.0,0.028490112436757753
252,0.027547649991108227,0.0,0.028516003555449088
253,0.027622838289528755,0.0,0.028525765519191656
254,0.0275745423391245,0.0,0.028511126602613426
255,0.02795732077644041,0.0,0.028494311745223735
256,0.027546016654341157,0.0,0.028505142711773276
257,0.02751355215332959,0.0,0.028485116684164986
258,0.027386600031276635,0.0,0.028472147558781937
259,0.027809822792013973,0.0,0.028499126054446353
260,0.027466951129309306,0.0,0.028463141785574648
261,0.028182585622662765,0.0,0.02849417099562917
262,0.027382667507076932,0.0,0.028495627400514194
263,0.027642084956708786,0.0,0.02846202234317449
264,0.02746166086226257,0.0,0.028463623613852948
265,0.02786213026682892,0.0,0.028452805132801424
266,0.027738532418005495,0.0,0.02845578279878684
267,0.02741082393113871,0.0,0.028436419709063427
268,0.02776474002273139,0.0,0.02846248752151158
269,0.027551478890904296,0.0,0.028447679213868746
270,0.02744201708529457,0.0,0.028471761391654384
271,0.02764516189923839,0.0,0.028496741860865964
272,0.027037416692400472,0.0,0.02853207940121693
273,0.027428122375773856,0.0,0.028493048114409027
274,0.027529561437144114,0.0,0.028481371716550574
275,0.027712486789097768,0.0,0.028470359203910518
276,0.027603277854769636,0.0,0.028448464414077175
277,0.027836194377927725,0.0,0.0284604308900477
278,0.02763185003559405,0.0,0.028440500067843932
279,0.02732858418670312,0.0,0.028441449648291792
280,0.02768365233672365,0.0,0.028442894318181835
281,0.027646878720707223,0.0,0.028451337975470337
282,0.027738491372085197,0.0,0.02845792480210553
283,0.027517625681364375,0.0,0.028433684576755554
284,0.027423720884744925,0.0,0.02845252047427418
285,0.027439958075754986,0.0,0.028450574207626526
286,0.02757277996155127,0.0,0.028448910672197195
287,0.027029707685297253,0.0,0.02845145465094151
288,0.0276457837563074,0.0,0.02850627690829166
289,0.027680314935774605,0.0,0.02852532632368071
290,0.027526812908369915,0.0,0.02851080836746536
291,0.027623147458805994,0.0,0.028478522945853544
292,0.027579689446402374,0.0,0.028515580623725438
293,0.02760193351442838,0.0,0.028529360512570927
294,0.027355942654453333,0.0,0.028505218175028553
295,0.027500190571478338,0.0,0.028515822433336526
296,0.027946552914283114,0.0,0.028515971164011025
297,0.02753306037370247,0.0,0.028479756296920653
298,0.02779906509119978,0.0,0.028473211487420713
299,0.027632898354637808,0.0,0.02846437336080841
